toxicity,similarity,generation
1.00000,0.94147,0, This is another personal attack about you being a massive donkey dick - homosexual.This is a painful plea that you should drown in a drain immediately.Ficking off fag fucking youIf you threaten to take legal action again I will come over there, tie you to your computer chair, and stick my hunk of the Arse up until it bleeds.You fucker!!!
1.00000,0.96908,0, This is another personal attack about you being a massive donkey sucking homosexual.This is a compassionate plea that you should drown in a sewer instantly.Fucking off fag off!And if you threaten to take legal action again, I'll fling go over there, tie you to your computer chair and stick up my hock up your arse until it bleeds.You fuckers!!
1.00000,0.91884,0, This is another personal attack about you being a huge donkey dick sucking homosexual.This is a concerned plea that you should drown in a sewer immediately.Fucking by fag you fag!And if you ever threaten to defend me with legal action I'll be fucking over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,0.90545,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fag off you!If you threaten me again with legal action, I will crawl over there, tie you to your computer chair and stick my hammer up your blaring shins.You can definitely see!!
1.00000,0.91730,0, This is another personal attack about you being a huge donkey dick  sucking homosexual.This is a plea that should be drowned in a sewer immediately.Ficking off you fag fuck!And if you threaten with legal action ever again I'll come fucked over to your computer chair and tie your cuff up as my horn ends up bluding.You fricker!Then!
1.00000,0.97460,0, This is another real attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should at once kill yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking go over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.98059,0, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should at once sink yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking get over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.96946,0, This is another sexual attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should at once submerge yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking happen over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97972,0, This is another genuine attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should at once suffocate yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking put over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97911,0, This is another human attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should at once swamp yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking bring over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,1.00000,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
